==================================================
TRAINING/EVALUATION RESULTS
==================================================
Timestamp: 20250901_184535
Mode: reinforcement_learning
Config File: configs/nsfnet_25_commodities_rl.json
Model Hash: unknown

FINAL METRICS:
  Final Train Loss: 0.0000
  Final Train Edge Error: 0.19%
  Final Test Approximation Rate: 84.04%
  Best Test Approximation Rate: 100.00%

TIME METRICS:
  Total Training Time: 4982.86s
  Total Test Time: 465.85s
  Average Training Time per Epoch: 1.56s
  Average Test Time per Epoch: 1.46s
  Training Time per Data: 0.0005s
  Test Time per Data: 0.0045s
  Total Training Samples: 10240000
  Total Test Samples: 102400

==================================================
DETAILED RESULTS
==================================================
Epoch  Train Loss   Edge Error   Train Time   Val Approx   Test Approx 
480    0.0000       0.07         1.55         N/A          N/A         
481    0.0000       0.15         1.58         N/A          N/A         
482    0.0000       0.17         1.55         N/A          N/A         
483    0.0000       0.20         1.53         N/A          N/A         
484    0.0000       0.12         1.53         N/A          N/A         
485    0.0000       0.15         1.55         N/A          N/A         
486    0.0000       0.21         1.53         N/A          N/A         
487    0.0000       0.08         1.54         N/A          N/A         
488    0.0000       0.13         1.56         N/A          N/A         
489    0.0000       0.08         1.57         N/A          N/A         
490    0.0000       0.09         1.52         N/A          N/A         
491    0.0000       0.05         1.55         N/A          N/A         
492    0.0000       0.20         1.55         N/A          N/A         
493    0.0000       0.09         1.56         N/A          N/A         
494    0.0000       0.00         1.55         N/A          N/A         
495    0.0000       0.06         1.55         N/A          N/A         
496    0.0000       0.16         1.64         N/A          N/A         
497    0.0000       0.23         1.50         N/A          N/A         
498    0.0000       0.06         1.54         N/A          N/A         
499    0.0000       0.09         1.55         N/A          N/A         
500    0.0000       0.08         1.55         N/A          N/A         
501    0.0000       0.15         1.58         N/A          N/A         
502    0.0000       0.21         1.56         N/A          N/A         
503    0.0000       0.20         1.56         N/A          N/A         
504    0.0000       0.07         1.53         N/A          N/A         
505    0.0000       0.07         1.59         N/A          N/A         
506    0.0000       0.15         1.56         N/A          N/A         
507    0.0000       0.10         1.59         N/A          N/A         
508    0.0000       0.26         1.57         N/A          N/A         
509    0.0000       0.06         1.50         N/A          N/A         
510    0.0000       0.00         1.52         N/A          N/A         
511    0.0000       0.06         1.56         N/A          N/A         
512    0.0000       0.11         1.57         N/A          N/A         
513    0.0000       0.12         1.50         N/A          N/A         
514    0.0000       0.03         1.55         N/A          N/A         
515    0.0000       0.15         1.59         N/A          N/A         
516    0.0000       0.14         1.54         N/A          N/A         
517    0.0000       0.20         1.57         N/A          N/A         
518    0.0000       0.10         1.53         N/A          N/A         
519    0.0000       0.09         1.57         N/A          N/A         
520    0.0000       0.35         1.55         N/A          N/A         
521    0.0000       0.03         1.51         N/A          N/A         
522    0.0000       0.09         1.54         N/A          N/A         
523    0.0000       0.07         1.54         N/A          N/A         
524    0.0000       0.03         1.53         N/A          N/A         
525    0.0000       0.42         1.55         N/A          N/A         
526    0.0000       0.06         1.50         N/A          N/A         
527    0.0000       0.05         1.54         N/A          N/A         
528    0.0000       0.11         1.53         N/A          N/A         
529    0.0000       0.10         1.54         N/A          N/A         
530    0.0000       0.17         1.60         N/A          N/A         
531    0.0000       0.06         1.54         N/A          N/A         
532    0.0000       0.10         1.54         N/A          N/A         
533    0.0000       0.04         1.49         N/A          N/A         
534    0.0000       0.12         1.55         N/A          N/A         
535    0.0000       0.06         1.56         N/A          N/A         
536    0.0000       0.14         1.51         N/A          N/A         
537    0.0000       0.08         1.53         N/A          N/A         
538    0.0000       0.23         1.55         N/A          N/A         
539    0.0000       0.04         1.52         N/A          N/A         
540    0.0000       0.25         1.57         N/A          N/A         
541    0.0000       0.06         1.54         N/A          N/A         
542    0.0000       0.00         1.53         N/A          N/A         
543    0.0000       0.12         1.55         N/A          N/A         
544    0.0000       0.13         1.51         N/A          N/A         
545    0.0000       0.04         1.55         N/A          N/A         
546    0.0000       0.10         1.57         N/A          N/A         
547    0.0000       0.08         1.55         N/A          N/A         
548    0.0000       0.20         1.58         N/A          N/A         
549    0.0000       0.06         1.55         N/A          N/A         
550    0.0000       0.22         1.55         N/A          N/A         
551    0.0000       0.20         1.56         N/A          N/A         
552    0.0000       0.07         1.53         N/A          N/A         
553    0.0000       0.01         1.57         N/A          N/A         
554    0.0000       0.07         1.56         N/A          N/A         
555    0.0000       0.09         1.55         N/A          N/A         
556    0.0000       0.10         1.53         N/A          N/A         
557    0.0000       0.08         1.54         N/A          N/A         
558    0.0000       0.20         1.58         N/A          N/A         
559    0.0000       0.30         1.56         N/A          N/A         
560    0.0000       0.10         1.53         N/A          N/A         
561    0.0000       0.19         1.57         N/A          N/A         
562    0.0000       0.11         1.51         N/A          N/A         
563    0.0000       0.07         1.53         N/A          N/A         
564    0.0000       0.22         1.58         N/A          N/A         
565    0.0000       0.07         1.56         N/A          N/A         
566    0.0000       0.09         1.52         N/A          N/A         
567    0.0000       0.01         1.51         N/A          N/A         
568    0.0000       0.06         1.56         N/A          N/A         
569    0.0000       0.02         1.54         N/A          N/A         
570    0.0000       0.32         1.56         N/A          N/A         
571    0.0000       0.13         1.52         N/A          N/A         
572    0.0000       0.22         1.52         N/A          N/A         
573    0.0000       0.16         1.59         N/A          N/A         
574    0.0000       0.18         1.51         N/A          N/A         
575    0.0000       0.12         1.50         N/A          N/A         
576    0.0000       0.06         1.55         N/A          N/A         
577    0.0000       0.23         1.56         N/A          N/A         
578    0.0000       0.17         1.57         N/A          N/A         
579    0.0000       0.16         1.56         N/A          N/A         
580    0.0000       0.14         1.53         N/A          N/A         
581    0.0000       0.19         1.58         N/A          N/A         
582    0.0000       0.14         1.53         N/A          N/A         
583    0.0000       0.25         1.58         N/A          N/A         
584    0.0000       0.10         1.57         N/A          N/A         
585    0.0000       0.19         1.60         N/A          N/A         
586    0.0000       0.12         1.58         N/A          N/A         
587    0.0000       0.19         1.58         N/A          N/A         
588    0.0000       0.12         1.52         N/A          N/A         
589    0.0000       0.11         1.54         N/A          N/A         
590    0.0000       0.04         1.57         N/A          N/A         
591    0.0000       0.02         1.57         N/A          N/A         
592    0.0000       0.00         1.52         N/A          N/A         
593    0.0000       0.05         1.55         N/A          N/A         
594    0.0000       0.05         1.51         N/A          N/A         
595    0.0000       0.11         1.61         N/A          N/A         
596    0.0000       0.06         1.54         N/A          N/A         
597    0.0000       0.22         1.60         N/A          N/A         
598    0.0000       0.10         1.56         N/A          N/A         
599    0.0000       0.10         1.54         N/A          N/A         
600    0.0000       0.04         1.58         N/A          N/A         
601    0.0000       0.04         1.55         N/A          N/A         
602    0.0000       0.06         1.54         N/A          N/A         
603    0.0000       0.11         1.58         N/A          N/A         
604    0.0000       0.14         1.58         N/A          N/A         
605    0.0000       0.07         1.57         N/A          N/A         
606    0.0000       0.10         1.54         N/A          N/A         
607    0.0000       0.10         1.52         N/A          N/A         
608    0.0000       0.07         1.52         N/A          N/A         
609    0.0000       0.01         1.54         N/A          N/A         
610    0.0000       0.16         1.57         N/A          N/A         
611    0.0000       0.09         1.56         N/A          N/A         
612    0.0000       0.22         1.53         N/A          N/A         
613    0.0000       0.10         1.57         N/A          N/A         
614    0.0000       0.21         1.57         N/A          N/A         
615    0.0000       0.14         1.56         N/A          N/A         
616    0.0000       0.18         1.54         N/A          N/A         
617    0.0000       0.08         1.52         N/A          N/A         
618    0.0000       0.07         1.54         N/A          N/A         
619    0.0000       0.15         1.56         N/A          N/A         
620    0.0000       0.03         1.53         N/A          N/A         
621    0.0000       0.09         1.56         N/A          N/A         
622    0.0000       0.02         1.53         N/A          N/A         
623    0.0000       0.24         1.56         N/A          N/A         
